step,metric,value
264,top1_accuracy,0.2082575261592865
264,top3_accuracy,0.26144155859947205
264,loss_total,3.1094601154327393
264,loss_bigram,3.300445318222046
264,loss_ind,4.132615089416504
264,kl_b_total,0.9907599687576294
264,kl_b_bigram,1.2445887327194214
274,top1_accuracy,0.34303709864616394
274,top3_accuracy,0.42547234892845154
274,loss_total,2.993363618850708
274,loss_bigram,3.2952613830566406
274,loss_ind,4.108929634094238
274,kl_b_total,1.025974154472351
274,kl_b_bigram,1.244682788848877
285,top1_accuracy,0.5769069194793701
285,top3_accuracy,0.6555633544921875
285,loss_total,2.85807466506958
285,loss_bigram,3.277540922164917
285,loss_ind,4.077876091003418
285,kl_b_total,1.1789414882659912
285,kl_b_bigram,1.2348361015319824
295,top1_accuracy,0.6682994961738586
295,top3_accuracy,0.7261021733283997
295,loss_total,2.771482229232788
295,loss_bigram,3.2595102787017822
295,loss_ind,4.065217971801758
295,kl_b_total,1.2231252193450928
295,kl_b_bigram,1.2265208959579468
305,top1_accuracy,0.7552134394645691
305,top3_accuracy,0.7829251289367676
305,loss_total,2.6898300647735596
305,loss_bigram,3.2472457885742188
305,loss_ind,4.054612636566162
305,kl_b_total,1.2919936180114746
305,kl_b_bigram,1.2247841358184814
315,top1_accuracy,0.7899230122566223
315,top3_accuracy,0.8169349431991577
315,loss_total,2.636233329772949
315,loss_bigram,3.233123302459717
315,loss_ind,4.033266544342041
315,kl_b_total,1.3221114873886108
315,kl_b_bigram,1.2179820537567139
325,top1_accuracy,0.8163750767707825
325,top3_accuracy,0.8370888829231262
325,loss_total,2.5797150135040283
325,loss_bigram,3.22162127494812
325,loss_ind,4.023039817810059
325,kl_b_total,1.3546024560928345
325,kl_b_bigram,1.2150835990905762
336,top1_accuracy,0.8219733834266663
336,top3_accuracy,0.8382085561752319
336,loss_total,2.55026912689209
336,loss_bigram,3.210271120071411
336,loss_ind,4.020893573760986
336,kl_b_total,1.3641642332077026
336,kl_b_bigram,1.2121621370315552
346,top1_accuracy,0.8390482664108276
346,top3_accuracy,0.8494051694869995
346,loss_total,2.514638900756836
346,loss_bigram,3.198000431060791
346,loss_ind,4.020692825317383
346,kl_b_total,1.4083986282348633
346,kl_b_bigram,1.206824541091919
356,top1_accuracy,0.8449265360832214
356,top3_accuracy,0.8555633425712585
356,loss_total,2.4919564723968506
356,loss_bigram,3.186892032623291
356,loss_ind,4.012195110321045
356,kl_b_total,1.4182697534561157
356,kl_b_bigram,1.20042085647583
366,top1_accuracy,0.8467459678649902
366,top3_accuracy,0.85752272605896
366,loss_total,2.4608371257781982
366,loss_bigram,3.1750993728637695
366,loss_ind,4.011143207550049
366,kl_b_total,1.4486180543899536
366,kl_b_bigram,1.1946176290512085
376,top1_accuracy,0.856123149394989
376,top3_accuracy,0.8680195808410645
376,loss_total,2.4359405040740967
376,loss_bigram,3.166005849838257
376,loss_ind,4.009154319763184
376,kl_b_total,1.4955787658691406
376,kl_b_bigram,1.1916347742080688
386,top1_accuracy,0.8687193989753723
386,top3_accuracy,0.8782365322113037
386,loss_total,2.4048776626586914
386,loss_bigram,3.1560990810394287
386,loss_ind,4.00356388092041
386,kl_b_total,1.5113472938537598
386,kl_b_bigram,1.1884422302246094
397,top1_accuracy,0.8740378022193909
397,top3_accuracy,0.8811756372451782
397,loss_total,2.386309862136841
397,loss_bigram,3.145703077316284
397,loss_ind,3.9999895095825195
397,kl_b_total,1.5472944974899292
397,kl_b_bigram,1.1829829216003418
407,top1_accuracy,0.8796361088752747
407,top3_accuracy,0.8852344155311584
407,loss_total,2.3681726455688477
407,loss_bigram,3.1368277072906494
407,loss_ind,4.001724720001221
407,kl_b_total,1.5641295909881592
407,kl_b_bigram,1.1784484386444092
417,top1_accuracy,0.8829951286315918
417,top3_accuracy,0.8888733386993408
417,loss_total,2.3533897399902344
417,loss_bigram,3.1300647258758545
417,loss_ind,3.9980599880218506
417,kl_b_total,1.5858453512191772
417,kl_b_bigram,1.1747710704803467
427,top1_accuracy,0.886773943901062
427,top3_accuracy,0.8936319351196289
427,loss_total,2.3439056873321533
427,loss_bigram,3.124330759048462
427,loss_ind,3.994260549545288
427,kl_b_total,1.5966732501983643
427,kl_b_bigram,1.1722805500030518
437,top1_accuracy,0.8898530602455139
437,top3_accuracy,0.8976907134056091
437,loss_total,2.3340370655059814
437,loss_bigram,3.119966506958008
437,loss_ind,3.9926462173461914
437,kl_b_total,1.5997995138168335
437,kl_b_bigram,1.1702585220336914
448,top1_accuracy,0.8992302417755127
448,top3_accuracy,0.9041287899017334
448,loss_total,2.3112924098968506
448,loss_bigram,3.1151106357574463
448,loss_ind,3.995620012283325
448,kl_b_total,1.614691138267517
448,kl_b_bigram,1.1679807901382446
458,top1_accuracy,0.8992302417755127
458,top3_accuracy,0.9066479802131653
458,loss_total,2.308605432510376
458,loss_bigram,3.1111323833465576
458,loss_ind,3.9933478832244873
458,kl_b_total,1.6282172203063965
458,kl_b_bigram,1.1660113334655762
468,top1_accuracy,0.9084674715995789
468,top3_accuracy,0.9160252213478088
468,loss_total,2.295557737350464
468,loss_bigram,3.1080081462860107
468,loss_ind,3.9887444972991943
468,kl_b_total,1.6541552543640137
468,kl_b_bigram,1.1653332710266113
478,top1_accuracy,0.9123862981796265
478,top3_accuracy,0.9182645082473755
478,loss_total,2.2809793949127197
478,loss_bigram,3.1043026447296143
478,loss_ind,3.983982801437378
478,kl_b_total,1.637113332748413
478,kl_b_bigram,1.1632064580917358
488,top1_accuracy,0.9125262498855591
488,top3_accuracy,0.9192442297935486
488,loss_total,2.279165744781494
488,loss_bigram,3.1016833782196045
488,loss_ind,3.9861764907836914
488,kl_b_total,1.637728214263916
488,kl_b_bigram,1.1617193222045898
499,top1_accuracy,0.9174247980117798
499,top3_accuracy,0.9237228631973267
499,loss_total,2.2680885791778564
499,loss_bigram,3.0980942249298096
499,loss_ind,3.9838638305664062
499,kl_b_total,1.6745631694793701
499,kl_b_bigram,1.1609266996383667
